GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mvnitext7templates/mvnitext7templates,com.bhntools.mvnitext7templates.helloWorld,HelloWorld,80,0,8,0,12,0,7,0,3,0
